value	group
0.758155	Alpha
0.756996	Alpha
0.776332	Alpha
0.778396	Alpha
0.773793	Alpha
0.767043	Alpha
0.767635	Alpha
0.762847	Alpha
0.763217	Alpha
0.752875	Alpha
0.761243	Alpha
0.762995	Alpha
0.763345	Alpha
0.763135	Alpha
0.767404	Alpha
0.76784	Alpha
0.771685	Alpha
0.769627	Alpha
0.77169	Alpha
0.763173	Alpha
0.76534	Alpha
0.764872	Alpha
0.765546	Alpha
0.771656	Alpha
0.767836	Alpha
0.771501	Alpha
0.761893	Alpha
0.761246	Alpha
0.783873	Alpha
0.789155	Alpha
0.78761	Alpha
0.784838	Alpha
0.758439	Alpha
0.759844	Alpha
0.760874	Alpha
0.76438	Alpha
0.759925	Alpha
0.767786	Alpha
0.766751	Alpha
0.755875	Alpha
0.773626	Alpha
0.76357	Alpha
0.76188	Alpha
0.757711	Alpha
0.769416	Alpha
0.772576	Alpha
0.759273	Alpha
0.764097	Alpha
0.764217	Alpha
0.764345	Alpha
0.762672	Alpha
0.767002	Alpha
0.760709	Alpha
0.763759	Alpha
0.764664	Alpha
0.764466	Alpha
0.765552	Alpha
0.767141	Alpha
0.768239	Alpha
0.769367	Alpha
0.774687	Alpha
0.77008	Alpha
0.774772	Alpha
0.768654	Alpha
0.768247	Alpha
0.766802	Alpha
0.757356	Alpha
0.768883	Alpha
0.76143	Alpha
0.764738	Alpha
0.768136	Alpha
0.774737	Alpha
0.776365	Alpha
0.765973	Alpha
0.771057	Alpha
0.772796	Alpha
0.767366	Alpha
0.763468	Alpha
0.767011	Alpha
0.766457	Alpha
0.771292	Alpha
0.76366	Alpha
0.760578	Alpha
0.770533	Alpha
0.752412	Alpha
0.769344	Alpha
0.775021	Alpha
0.761386	Alpha
0.769528	Alpha
0.767495	Alpha
0.76773	Alpha
0.766536	Alpha
0.768426	Alpha
0.764452	Alpha
0.776751	Alpha
0.773256	Alpha
0.771675	Alpha
0.752068	Alpha
0.770062	Alpha
0.769938	Alpha
0.768234	Alpha
0.778391	Alpha
0.765515	Alpha
0.76549	Alpha
0.770605	Alpha
0.7652	Alpha
0.763097	Alpha
0.772914	Alpha
0.764961	Alpha
0.759948	Alpha
0.774466	Alpha
0.755187	Alpha
0.7688	Alpha
0.766681	Alpha
0.773869	Alpha
0.773619	Alpha
0.773009	Alpha
0.759382	Alpha
0.760339	Alpha
0.766797	Alpha
0.761868	Alpha
0.761983	Alpha
0.762133	Alpha
0.769133	Alpha
0.753573	Alpha
0.757213	Alpha
0.762666	Alpha
0.762327	Alpha
0.760977	Alpha
0.76053	Alpha
0.759232	Alpha
0.760881	Alpha
0.774957	Alpha
0.772142	Alpha
0.779871	Alpha
0.77496	Alpha
0.76523	Alpha
0.767187	Alpha
0.765222	Alpha
0.764887	Alpha
0.762502	Alpha
0.760478	Alpha
0.760041	Alpha
0.761922	Alpha
0.758624	Alpha
0.758746	Alpha
0.760653	Alpha
0.771377	Alpha
0.768333	Alpha
0.766226	Alpha
0.773249	Alpha
0.765217	Alpha
0.761857	Alpha
0.766307	Alpha
0.760212	Alpha
0.770821	Alpha
0.758975	Alpha
0.75605	Alpha
0.775807	Alpha
0.766586	Alpha
0.760827	Alpha
0.762687	Alpha
0.760066	Alpha
0.760883	Alpha
0.757515	Alpha
0.764839	Alpha
0.778692	Alpha
0.770192	Alpha
0.762536	Alpha
0.766788	Alpha
0.762025	Alpha
0.768375	Alpha
0.762077	Alpha
0.760832	Alpha
0.763338	Alpha
0.766686	Alpha
0.759866	Alpha
0.76725	Alpha
0.767676	Alpha
0.768016	Alpha
0.766269	Alpha
0.760627	Alpha
0.769101	Alpha
0.763082	Alpha
0.763162	Alpha
0.763284	Alpha
0.7718	Alpha
0.771021	Alpha
0.755745	Alpha
0.75745	Alpha
0.762146	Alpha
0.756226	Alpha
0.780291	Alpha
0.76562	Alpha
0.768472	Alpha
0.766396	Alpha
0.765634	Alpha
0.770564	Alpha
0.780141	Alpha
0.780939	Alpha
0.766097	Alpha
0.768687	Alpha
0.773931	Alpha
0.769113	Alpha
0.766089	Alpha
0.764608	Alpha
0.765054	Alpha
0.766618	Alpha
0.778234	Alpha
0.772752	Alpha
0.770755	Alpha
0.772996	Alpha
0.769057	Alpha
0.777782	Alpha
0.766539	Alpha
0.766338	Alpha
0.76652	Alpha
0.767431	Alpha
0.77916	Alpha
0.772397	Alpha
0.77505	Alpha
0.774718	Alpha
0.762755	Alpha
0.772777	Alpha
0.777824	Alpha
0.776918	Alpha
0.776528	Alpha
0.775221	Alpha
0.765325	Alpha
0.777194	Alpha
0.777636	Alpha
0.756519	Alpha
0.758309	Alpha
0.775607	Alpha
0.765038	Alpha
0.76631	Alpha
0.760495	Alpha
0.760289	Alpha
0.771842	Alpha
0.764383	Alpha
0.771517	Alpha
0.773961	Alpha
0.774047	Alpha
0.770627	Alpha
0.769051	Alpha
0.769336	Alpha
0.769456	Alpha
0.759284	Alpha
0.75904	Alpha
0.774745	Alpha
0.766036	Alpha
0.766291	Alpha
0.767886	Alpha
0.761925	Alpha
0.775282	Alpha
0.773641	Alpha
0.771234	Alpha
0.754764	Alpha
0.75889	Alpha
0.761885	Alpha
0.767799	Alpha
0.758939	Alpha
0.772	Alpha
0.770653	Alpha
0.770973	Alpha
0.762757	Alpha
0.758895	Alpha
0.757765	Alpha
0.759197	Alpha
0.76481	Alpha
0.766043	Alpha
0.761148	Alpha
0.765838	Alpha
0.764847	Alpha
0.769809	Alpha
0.766597	Alpha
0.768081	Alpha
0.763968	Alpha
0.7528	Alpha
0.748328	Alpha
0.751412	Alpha
0.759226	Alpha
0.756507	Alpha
0.765901	Alpha
0.779095	Alpha
0.76307	Alpha
0.764184	Alpha
0.766764	Alpha
0.764965	Alpha
0.767711	Alpha
0.767828	Alpha
0.766432	Alpha
0.767401	Alpha
0.753215	Alpha
0.752961	Alpha
0.765148	Alpha
0.765399	Alpha
0.766494	Alpha
0.77075	Alpha
0.77464	Alpha
0.774326	Alpha
0.774301	Alpha
0.757654	Alpha
0.759533	Alpha
0.764245	Alpha
0.762666	Alpha
0.756703	Alpha
0.774308	Alpha
0.768822	Alpha
0.761404	Alpha
0.762338	Alpha
0.76667	Alpha
0.765061	Alpha
0.769246	Alpha
0.768589	Alpha
0.773303	Alpha
0.759871	Alpha
0.770985	Alpha
0.770186	Alpha
0.769571	Alpha
0.772379	Alpha
0.7582	Alpha
0.759209	Alpha
0.776195	Alpha
0.769919	Alpha
0.775818	Alpha
0.766906	Alpha
0.771689	Alpha
0.764165	Alpha
0.763942	Alpha
0.760924	Alpha
0.75871	Alpha
0.76192	Alpha
0.75645	Alpha
0.756114	Alpha
0.779317	Alpha
0.778101	Alpha
0.766852	Alpha
0.76848	Alpha
0.768979	Alpha
0.767367	Alpha
0.771825	Alpha
0.763316	Alpha
0.764765	Alpha
0.762623	Alpha
0.763575	Alpha
0.758834	Alpha
0.7555	Alpha
0.759611	Alpha
0.779117	Alpha
0.76093	Alpha
0.770794	Alpha
0.771553	Alpha
0.770432	Alpha
0.767031	Alpha
0.771668	Alpha
0.771918	Alpha
0.774157	Alpha
0.770652	Alpha
0.768246	Alpha
0.768438	Alpha
0.765802	Alpha
0.757347	Alpha
0.765407	Alpha
0.763323	Alpha
0.77103	Alpha
0.7664	Alpha
0.764427	Alpha
0.764816	Alpha
0.764744	Alpha
0.764528	Alpha
0.763175	Alpha
0.762358	Alpha
0.777151	Alpha
0.777946	Alpha
0.761405	Alpha
0.770688	Alpha
0.746101	Alpha
0.767068	Alpha
0.767699	Alpha
0.752711	Alpha
0.753806	Alpha
0.751522	Alpha
0.748756	Alpha
0.77438	Alpha
0.770032	Alpha
0.758768	Alpha
0.760988	Alpha
0.775861	Alpha
0.765465	Alpha
0.765629	Alpha
0.766148	Alpha
0.761394	Alpha
0.761078	Alpha
0.764236	Alpha
0.771751	Alpha
0.771693	Alpha
0.766431	Alpha
0.769086	Alpha
0.767061	Alpha
0.776969	Alpha
0.771382	Alpha
0.762766	Alpha
0.758765	Alpha
0.758519	Alpha
0.762374	Alpha
0.761223	Alpha
0.76078	Alpha
0.756648	Alpha
0.756334	Alpha
0.78332	Alpha
0.754894	Alpha
0.753874	Alpha
0.75822	Alpha
0.761605	Alpha
0.779557	Alpha
0.764681	Alpha
0.762247	Alpha
0.764004	Alpha
0.765226	Alpha
0.760298	Alpha
0.768342	Alpha
0.764036	Alpha
0.763533	Alpha
0.768744	Alpha
0.762709	Alpha
0.771078	Alpha
0.765294	Alpha
0.771008	Alpha
0.767003	Alpha
0.764902	Alpha
0.750506	Alpha
0.767629	Alpha
0.75946	Alpha
0.775647	Alpha
0.776099	Alpha
0.776842	Alpha
0.767587	Alpha
0.768299	Alpha
0.76885	Alpha
0.769814	Alpha
0.769056	Alpha
0.769146	Alpha
0.765662	Alpha
0.746954	Alpha
0.750125	Alpha
0.768076	Alpha
0.763791	Alpha
0.763827	Alpha
0.764747	Alpha
0.760602	Alpha
0.773256	Alpha
0.765991	Alpha
0.765953	Alpha
0.760295	Alpha
0.75943	Alpha
0.773941	Alpha
0.774116	Alpha
0.774059	Alpha
0.770482	Alpha
0.749488	Alpha
0.777477	Alpha
0.758111	Alpha
0.759478	Alpha
0.766523	Alpha
0.771726	Alpha
0.767097	Alpha
0.765201	Alpha
0.763014	Alpha
0.782261	Alpha
0.781819	Alpha
0.768678	Alpha
0.772047	Alpha
0.769166	Alpha
0.764271	Alpha
0.763986	Alpha
0.765658	Alpha
0.76005	Alpha
0.768104	Alpha
0.759162	Alpha
0.76403	Alpha
0.762521	Alpha
0.772737	Alpha
0.769268	Alpha
0.768451	Alpha
0.774597	Alpha
0.75702	Alpha
0.760978	Alpha
0.769	Alpha
0.769554	Alpha
0.76802	Alpha
0.769299	Alpha
0.77436	Alpha
0.76549	Alpha
0.765164	Alpha
0.774548	Alpha
0.767818	Alpha
0.77591	Alpha
0.765669	Alpha
0.758406	Alpha
0.762485	Alpha
0.765466	Alpha
0.768143	Alpha
0.769799	Alpha
0.770194	Alpha
0.767967	Alpha
0.767273	Alpha
0.759358	Alpha
0.75696	Alpha
0.761892	Alpha
0.766573	Alpha
0.760665	Alpha
0.761504	Alpha
0.781038	Alpha
0.776963	Alpha
0.774331	Alpha
0.766997	Alpha
0.772846	Alpha
0.774426	Alpha
0.774442	Alpha
0.768866	Alpha
0.762251	Alpha
0.754895	Alpha
0.75563	Alpha
0.755047	Alpha
0.765805	Alpha
0.754005	Alpha
0.759821	Alpha
0.757525	Alpha
0.771972	Alpha
0.7728	Alpha
0.773316	Alpha
0.764238	Alpha
0.763909	Alpha
0.77864	Alpha
0.779302	Alpha
0.75647	Alpha
0.765657	Alpha
0.773116	Alpha
0.763148	Alpha
0.78306	Alpha
0.768385	Alpha
0.771446	Alpha
0.769213	Alpha
0.767302	Alpha
0.770743	Alpha
0.765756	Alpha
0.763526	Alpha
0.768176	Alpha
0.768667	Alpha
0.771995	Alpha
0.775564	Alpha
0.767446	Alpha
0.767908	Alpha
0.767108	Alpha
0.768012	Alpha
0.763132	Alpha
0.762704	Alpha
0.758992	Alpha
0.758693	Alpha
0.764296	Alpha
0.762702	Alpha
0.768099	Alpha
0.749	Alpha
0.746273	Alpha
0.742261	Alpha
0.745422	Alpha
0.761392	Alpha
0.761014	Alpha
0.764102	Alpha
0.763241	Alpha
0.766488	Alpha
0.769862	Alpha
0.760461	Alpha
0.75935	Alpha
0.774078	Alpha
0.768073	Alpha
0.766883	Alpha
0.763023	Alpha
0.767696	Alpha
0.767441	Alpha
0.76146	Alpha
0.78292	Alpha
0.75954	Alpha
0.759121	Alpha
0.765544	Alpha
0.766198	Alpha
0.766919	Alpha
0.76054	Alpha
0.765577	Alpha
0.769898	Alpha
0.767605	Alpha
0.766629	Alpha
0.768011	Alpha
0.767437	Alpha
0.767799	Alpha
0.764864	Alpha
0.759531	Alpha
0.769223	Alpha
0.757143	Alpha
0.761809	Alpha
0.760537	Alpha
0.762355	Alpha
0.764937	Alpha
0.761664	Alpha
0.763286	Alpha
0.764042	Alpha
0.760864	Alpha
0.758649	Alpha
0.764047	Alpha
0.762677	Alpha
0.761257	Alpha
0.771305	Alpha
0.762746	Alpha
0.76081	Alpha
0.76231	Alpha
0.768424	Alpha
0.769256	Alpha
0.764734	Alpha
0.765875	Alpha
0.765822	Alpha
0.764603	Alpha
0.764318	Alpha
0.77663	Alpha
0.778198	Alpha
0.770903	Alpha
0.76693	Alpha
0.759163	Alpha
0.766321	Alpha
0.767353	Alpha
0.762803	Alpha
0.757993	Alpha
0.765413	Alpha
0.767381	Alpha
0.766476	Alpha
0.768728	Alpha
0.76448	Alpha
0.764785	Alpha
0.768867	Alpha
0.762673	Alpha
0.761942	Alpha
0.769373	Alpha
0.765177	Alpha
0.762509	Alpha
0.771291	Alpha
0.757614	Alpha
0.754995	Alpha
0.771216	Alpha
0.766428	Alpha
0.763312	Alpha
0.761601	Alpha
0.761155	Alpha
0.758662	Alpha
0.75493	Alpha
0.763337	Alpha
0.770562	Alpha
0.770727	Alpha
0.772084	Alpha
0.769132	Alpha
0.769935	Alpha
0.755282	Alpha
0.770869	Alpha
0.765004	Alpha
0.763356	Alpha
0.771504	Alpha
0.764379	Alpha
0.76677	Alpha
0.770787	Alpha
0.766983	Alpha
0.766764	Alpha
0.761521	Alpha
0.766026	Alpha
0.767146	Alpha
0.766672	Alpha
0.767043	Alpha
0.774795	Alpha
0.760523	Alpha
0.776599	Alpha
0.771723	Alpha
0.768182	Alpha
0.763422	Alpha
0.770128	Alpha
0.764921	Alpha
0.76354	Alpha
0.760307	Alpha
0.773651	Alpha
0.770261	Alpha
0.754586	Alpha
0.769571	Alpha
0.772752	Alpha
0.77136	Alpha
0.771289	Alpha
0.770282	Alpha
0.769909	Alpha
0.767286	Alpha
0.772418	Alpha
0.768804	Alpha
0.774796	Alpha
0.775193	Alpha
0.773964	Alpha
0.773193	Alpha
0.773522	Alpha
0.773896	Alpha
0.775776	Alpha
0.774473	Alpha
0.753395	Alpha
0.76705	Alpha
0.7699	Alpha
0.768034	Alpha
0.769134	Alpha
0.768194	Alpha
0.77068	Alpha
0.770647	Alpha
0.769641	Alpha
0.772164	Alpha
0.754398	Alpha
0.769358	Alpha
0.761609	Alpha
0.756849	Alpha
0.762159	Alpha
0.76492	Alpha
0.755087	Alpha
0.769883	Alpha
0.790187	Alpha
0.765126	Alpha
0.7668	Alpha
0.76589	Alpha
0.771034	Alpha
0.769302	Alpha
0.767335	Alpha
0.772891	Alpha
0.770088	Alpha
0.769296	Alpha
0.773	Alpha
0.770331	Alpha
0.756136	Alpha
0.758751	Alpha
0.76865	Alpha
0.764105	Alpha
0.750289	Alpha
0.756068	Alpha
0.751597	Alpha
0.761103	Alpha
0.763526	Alpha
0.75898	Alpha
0.770992	Alpha
0.76352	Alpha
0.763745	Alpha
0.762238	Alpha
0.77147	Alpha
0.769709	Alpha
0.773423	Alpha
0.774201	Alpha
0.770455	Alpha
0.771113	Alpha
0.773383	Alpha
0.775335	Alpha
0.760334	Alpha
0.759858	Alpha
0.762611	Alpha
0.775942	Alpha
0.76194	Alpha
0.768132	Alpha
0.768708	Alpha
0.769522	Alpha
0.776438	Alpha
0.764732	Alpha
0.770291	Alpha
0.770267	Alpha
0.768006	Alpha
0.766677	Alpha
0.767973	Alpha
0.773932	Alpha
0.769661	Alpha
0.769877	Alpha
0.770696	Alpha
0.768807	Alpha
0.763929	Alpha
0.764625	Alpha
0.764379	Alpha
0.756497	Alpha
0.775818	Alpha
0.770051	Alpha
0.766531	Alpha
0.767369	Alpha
0.771152	Alpha
0.772244	Alpha
0.745788	Alpha
0.746711	Alpha
0.762273	Alpha
0.767271	Alpha
0.772715	Alpha
0.778977	Alpha
0.774246	Alpha
0.777546	Alpha
0.762945	Alpha
0.76701	Alpha
0.772763	Alpha
0.774642	Alpha
0.774506	Alpha
0.76425	Alpha
0.761729	Alpha
0.760706	Alpha
0.772175	Alpha
0.758125	Alpha
0.754492	Alpha
0.752713	Alpha
0.753744	Alpha
0.772823	Alpha
0.768939	Alpha
0.776329	Alpha
0.774576	Alpha
0.769891	Alpha
0.770051	Alpha
0.777267	Alpha
0.76985	Alpha
0.776436	Alpha
0.772851	Alpha
0.765336	Alpha
0.757402	Alpha
0.771393	Alpha
0.757501	Alpha
0.760489	Alpha
0.763818	Alpha
0.759221	Alpha
0.77537	Alpha
0.774719	Alpha
0.770167	Alpha
0.762693	Alpha
0.771964	Alpha
0.775432	Alpha
0.759089	Alpha
0.774879	Alpha
0.780037	Alpha
0.778738	Alpha
0.759704	Alpha
0.770906	Alpha
0.781115	Alpha
0.782298	Alpha
0.774097	Alpha
0.771106	Alpha
0.771596	Alpha
0.769958	Alpha
0.768087	Alpha
0.774426	Alpha
0.763478	Alpha
0.767455	Alpha
0.76984	Alpha
0.771065	Alpha
0.778748	Alpha
0.762557	Alpha
0.760268	Alpha
0.767537	Alpha
0.767721	Alpha
0.775374	Alpha
0.774023	Alpha
0.760702	Alpha
0.762432	Alpha
0.768386	Alpha
0.7722	Alpha
0.761526	Alpha
0.767571	Alpha
0.766273	Alpha
0.76458	Alpha
0.765312	Alpha
0.774479	Alpha
0.763851	Alpha
0.760453	Alpha
0.774617	Alpha
0.765243	Alpha
0.756043	Alpha
0.760997	Alpha
0.776116	Alpha
0.77039	Alpha
0.767068	Alpha
0.761979	Alpha
0.772711	Alpha
0.773598	Alpha
0.759106	Alpha
0.760027	Alpha
0.760287	Alpha
0.76124	Alpha
0.761174	Alpha
0.758005	Alpha
0.775528	Alpha
0.76984	Alpha
0.772083	Alpha
0.755427	Alpha
0.772919	Alpha
0.761528	Alpha
0.765553	Alpha
0.769437	Alpha
0.760372	Alpha
0.762817	Alpha
0.777322	Alpha
0.768426	Alpha
0.770762	Alpha
0.774596	Alpha
0.778657	Alpha
0.766318	Alpha
0.764113	Alpha
0.763455	Alpha
0.769993	Alpha
0.766933	Alpha
0.760436	Alpha
0.769426	Alpha
0.760646	Alpha
0.76495	Alpha
0.771654	Alpha
0.773979	Alpha
0.765547	Alpha
0.765567	Alpha
0.762588	Alpha
0.757115	Alpha
0.751721	Alpha
0.751965	Alpha
0.75207	Alpha
0.753074	Alpha
0.751624	Alpha
0.771139	Alpha
0.770798	Alpha
0.775311	Alpha
0.776628	Alpha
0.777327	Alpha
0.763422	Alpha
0.76732	Alpha
0.76677	Alpha
0.766648	Alpha
0.761938	Alpha
0.76293	Alpha
0.781223	Alpha
0.775748	Alpha
0.770781	Alpha
0.764076	Alpha
0.759168	Alpha
0.761439	Alpha
0.768489	Alpha
0.765901	Alpha
0.779031	Alpha
0.767849	Alpha
0.763052	Alpha
0.763095	Alpha
0.771244	Alpha
0.767573	Alpha
0.766898	Alpha
0.768185	Alpha
0.776928	Alpha
0.771513	Alpha
0.758376	Alpha
0.779599	Alpha
0.759377	Alpha
0.758113	Alpha
0.770832	Alpha
0.772696	Alpha
0.769458	Alpha
0.76917	Alpha
0.76846	Alpha
0.764664	Alpha
0.765458	Alpha
0.76205	Alpha
0.761731	Alpha
0.757353	Alpha
0.756574	Alpha
0.756714	Alpha
0.759311	Alpha
0.78062	Alpha
0.777542	Alpha
0.758008	Alpha
0.777269	Alpha
0.774792	Alpha
0.764851	Alpha
0.757748	Alpha
0.76268	Alpha
0.770347	Alpha
0.766925	Alpha
0.769746	Alpha
0.768637	Alpha
0.768401	Alpha
0.772501	Alpha
0.76787	Alpha
0.76863	Alpha
0.763816	Alpha
0.773155	Alpha
0.772809	Alpha
0.769953	Alpha
0.764468	Alpha
0.764948	Alpha
0.764319	Alpha
0.765023	Alpha
0.768857	Alpha
0.765854	Alpha
0.766718	Alpha
0.765963	Alpha
0.767946	Alpha
0.772224	Alpha
0.769454	Alpha
0.770224	Alpha
0.769004	Alpha
0.773548	Alpha
0.766961	Alpha
0.759816	Alpha
0.759018	Alpha
0.758627	Alpha
0.75679	Alpha
0.760111	Alpha
0.757151	Alpha
0.757538	Alpha
0.763896	Alpha
0.774358	Alpha
0.760324	Alpha
0.760169	Alpha
0.759797	Alpha
0.759336	Alpha
0.762445	Alpha
0.770149	Alpha
0.768155	Alpha
0.770458	Alpha
0.767445	Alpha
0.770753	Alpha
0.774947	Alpha
0.766347	Alpha
0.768795	Alpha
0.769782	Alpha
0.766349	Alpha
0.766882	Alpha
0.76204	Alpha
0.752871	Alpha
0.760582	Alpha
0.765056	Alpha
0.767648	Alpha
0.765029	Alpha
0.766078	Alpha
0.766318	Alpha
0.763879	Alpha
0.765548	Alpha
0.764441	Alpha
0.758258	Alpha
0.764282	Alpha
0.791734	Alpha
0.775152	Alpha
0.772608	Alpha
0.772117	Alpha
0.773973	Alpha
0.762822	Alpha
0.767987	Alpha
0.760131	Alpha
0.760659	Alpha
0.769583	Alpha
0.774128	Alpha
0.774238	Alpha
0.756505	Alpha
0.766943	Alpha
0.76434	Alpha
0.766589	Alpha
0.768577	Alpha
0.769082	Alpha
0.758503	Alpha
0.765393	Alpha
0.763411	Alpha
0.757203	Alpha
0.763941	Alpha
0.762206	Alpha
0.779313	Alpha
0.779138	Alpha
0.767311	Alpha
0.770386	Alpha
0.774908	Alpha
0.766354	Alpha
0.759107	Alpha
0.773867	Alpha
0.767866	Alpha
0.773	Alpha
0.760844	Alpha
0.757817	Alpha
0.763148	Alpha
0.771125	Alpha
0.759199	Alpha
0.759197	Alpha
0.758975	Alpha
0.76557	Alpha
0.771	Alpha
0.758636	Alpha
0.758949	Alpha
0.775434	Alpha
0.764939	Alpha
0.756851	Alpha
0.776805	Alpha
0.747548	Alpha
0.768847	Alpha
0.773955	Alpha
0.767124	Alpha
0.767563	Alpha
0.76203	Alpha
0.77802	Alpha
0.763431	Alpha
0.772738	Alpha
0.773728	Alpha
0.764115	Alpha
0.7642	Alpha
0.771084	Alpha
0.771996	Alpha
0.771238	Alpha
0.771088	Alpha
0.766111	Alpha
0.766457	Alpha
0.772	Alpha
0.764018	Alpha
0.766133	Alpha
0.7669	Alpha
0.758769	Alpha
0.759913	Alpha
0.763018	Alpha
0.764015	Alpha
0.769245	Alpha
0.768703	Alpha
0.767719	Alpha
0.753784	Alpha
0.766556	Alpha
0.758032	Alpha
0.767323	Alpha
0.769205	Alpha
0.776003	Alpha
0.765017	Alpha
0.768466	Alpha
0.761337	Alpha
0.763073	Alpha
0.752861	Alpha
0.757435	Alpha
0.771128	Alpha
0.783044	Alpha
0.781285	Alpha
0.775968	Alpha
0.769605	Alpha
0.762371	Alpha
0.773134	Alpha
0.774262	Alpha
0.766232	Alpha
0.774943	Alpha
0.779433	Alpha
0.777488	Alpha
0.772407	Alpha
0.767764	Alpha
0.764663	Alpha
0.765276	Alpha
0.76187	Alpha
0.771512	Alpha
0.769028	Alpha
0.759081	Alpha
0.761608	Alpha
0.762296	Alpha
0.764753	Alpha
0.760979	Alpha
0.764929	Alpha
0.755063	Alpha
0.773699	Alpha
0.772039	Alpha
0.76966	Alpha
0.773172	Alpha
0.765422	Alpha
0.766327	Alpha
0.764442	Alpha
0.766498	Alpha
0.759254	Alpha
0.764298	Alpha
0.760198	Alpha
0.766014	Alpha
0.763869	Alpha
0.769275	Alpha
0.748648	Alpha
0.766593	Alpha
0.764958	Alpha
0.756568	Alpha
0.763872	Alpha
0.755776	Alpha
0.755177	Alpha
0.766622	Alpha
0.767633	Alpha
0.775214	Alpha
0.763543	Alpha
0.757139	Alpha
0.758569	Alpha
0.767682	Alpha
0.761015	Alpha
0.770708	Alpha
0.769323	Alpha
0.773047	Alpha
0.770564	Alpha
0.759727	Alpha
0.755108	Alpha
0.765796	Alpha
0.765138	Alpha
0.760107	Alpha
0.777466	Alpha
0.771344	Alpha
0.768575	Alpha
0.753154	Alpha
0.768918	Alpha
0.76386	Alpha
0.763075	Alpha
0.755813	Alpha
0.771749	Alpha
0.775003	Alpha
0.776669	Alpha
0.762862	Alpha
0.763347	Alpha
0.759943	Alpha
0.768288	Alpha
0.760323	Alpha
0.773339	Alpha
0.774902	Alpha
0.775077	Alpha
0.776927	Alpha
0.77691	Alpha
0.760455	Alpha
0.772303	Alpha
0.776438	Alpha
0.753678	Alpha
0.763856	Alpha
0.769679	Alpha
0.769432	Alpha
0.765435	Alpha
0.772806	Alpha
0.779276	Alpha
0.751453	Alpha
0.765283	Alpha
0.766165	Alpha
0.759806	Alpha
0.76004	Alpha
0.757369	Alpha
0.766592	Alpha
0.772273	Alpha
0.766996	Alpha
0.757125	Alpha
0.766966	Alpha
0.766392	Alpha
0.768296	Alpha
0.761862	Alpha
0.760907	Alpha
0.763321	Alpha
0.764133	Alpha
0.756522	Alpha
0.759848	Alpha
0.760712	Alpha
0.760504	Alpha
0.761424	Alpha
0.759494	Alpha
0.766041	Alpha
0.765913	Alpha
0.766087	Alpha
0.765453	Alpha
0.767861	Alpha
0.768541	Alpha
0.770825	Alpha
0.767578	Alpha
0.752137	Alpha
0.759182	Alpha
0.75582	Alpha
0.758435	Alpha
0.759852	Alpha
0.773402	Alpha
0.77132	Alpha
0.766837	Alpha
0.769528	Alpha
0.759061	Alpha
0.773803	Alpha
0.776846	Alpha
0.766761	Alpha
0.759577	Alpha
0.769687	Alpha
0.754732	Alpha
0.755255	Alpha
0.752345	Alpha
0.752958	Alpha
0.781675	Alpha
0.767702	Alpha
0.76366	Alpha
0.765446	Alpha
0.761311	Alpha
0.766471	Alpha
0.766192	Alpha
0.771359	Alpha
0.76426	Alpha
0.764589	Alpha
0.757633	Alpha
0.756248	Alpha
0.776623	Alpha
0.786881	Alpha
0.762258	Alpha
0.762129	Alpha
0.77271	Alpha
0.764867	Alpha
0.76168	Alpha
0.7738	Alpha
0.770482	Alpha
0.753966	Alpha
0.76545	Alpha
0.769542	Alpha
0.77011	Alpha
0.762221	Alpha
0.763089	Alpha
0.764084	Alpha
0.766642	Alpha
0.757896	Alpha
0.758604	Alpha
0.760068	Alpha
0.760214	Alpha
0.7839	Alpha
0.780997	Alpha
0.780274	Alpha
0.753586	Alpha
0.766215	Alpha
0.766029	Alpha
0.767894	Alpha
0.767067	Alpha
0.756135	Alpha
0.769433	Alpha
0.767667	Alpha
0.766494	Alpha
0.766509	Alpha
0.762016	Alpha
0.761301	Alpha
0.76674	Alpha
0.758353	Alpha
0.75813	Alpha
0.757555	Alpha
0.752332	Alpha
0.764113	Alpha
0.764202	Alpha
0.78044	Alpha
0.766146	Alpha
0.763256	Alpha
0.774878	Alpha
0.769678	Alpha
0.77604	Alpha
0.7752	Alpha
0.76549	Alpha
0.763144	Alpha
0.768346	Alpha
0.776862	Alpha
0.77786	Alpha
0.776621	Alpha
0.762293	Alpha
0.767042	Alpha
0.77825	Alpha
0.761827	Alpha
0.762798	Alpha
0.763278	Alpha
0.769123	Alpha
0.771407	Alpha
0.769548	Alpha
0.764694	Alpha
0.765726	Alpha
0.773227	Alpha
0.764878	Alpha
0.766965	Alpha
0.769772	Alpha
0.7678	Alpha
0.751561	Alpha
0.768348	Alpha
0.768268	Alpha
0.76629	Alpha
0.776793	Alpha
0.768035	Alpha
0.767359	Alpha
0.767319	Alpha
0.770978	Alpha
0.771571	Alpha
0.773561	Alpha
0.764742	Alpha
0.762393	Alpha
0.765963	Alpha
0.76597	Alpha
0.760996	Alpha
0.761142	Alpha
0.769754	Alpha
0.768973	Alpha
0.772131	Alpha
0.764004	Alpha
0.762543	Alpha
0.764437	Alpha
0.765288	Alpha
0.764479	Alpha
0.760016	Alpha
0.771528	Alpha
0.760583	Alpha
0.760628	Alpha
0.76083	Alpha
0.76914	Alpha
0.766573	Alpha
0.764425	Alpha
0.758945	Alpha
0.771802	Alpha
0.764704	Alpha
0.766527	Alpha
0.765774	Alpha
0.767015	Alpha
0.761009	Alpha
0.763118	Alpha
0.763512	Alpha
0.765556	Alpha
